[2020-07-15T08:44:18.331] [INFO] req - ::ffff:192.168.14.52 - - "GET /projects HTTP/1.1" 200 42 "https://2021001141636226.eco.dingtalkapps.com/index.html" "Mozilla/5.0 (Linux; U; Android 10; zh-CN; TAS-AL00 Build/HUAWEITAS-AL00) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/69.0.3497.100 UWS/3.22.0.30 Mobile Safari/537.36 UCBS/3.22.0.36_200620100408 ChannelId(6) NebulaSDK/1.8.100112 Nebula AliApp(DingTalk/5.1.11) com.alibaba.android.rimet/13426945 Channel/227200 language/zh-CN colorScheme/light NebulaX/1.0.0 Ariver/1.0.1.93"
[2020-07-15T14:44:15.911] [INFO] req - ::ffff:192.168.15.81 - - "GET /projects HTTP/1.1" 200 42 "https://2021001141636226.eco.dingtalkapps.com/2021001141636226/1591930619000/index.html#pages/index/index" "Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 AliApp(DingTalk/5.1.10) com.laiwang.DingTalk/13369490 Channel/201200 language/zh-Hans-CN UT4Aplus/0.0.6 Mobile/17F80 Ariver/1.0.6"
[2020-07-15T16:04:26.915] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:04:27.005] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.440] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /sessions/current HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.443] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.490] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.501] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.529] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:08:16.560] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:17:43.699] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:17:43.718] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:19:24.435] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:19:24.470] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:19:55.860] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:19:55.876] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:20:13.833] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:20:13.867] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:28:45.268] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:28:45.292] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:28:52.425] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:28:52.458] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:31:48.754] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:31:48.770] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:05.400] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:05.404] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:05.441] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:05.447] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:07.993] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /sessions/current HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:08.041] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:08.088] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:08.141] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:52.335] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:52.376] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:32:59.676] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:32:59.717] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:33:36.801] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:33:36.826] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:34:05.449] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /sessions/current HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.498] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /users HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.540] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.571] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.576] [INFO] req - ::ffff:192.168.14.40 - - "GET /users HTTP/1.1" 200 2882 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.954] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:05.999] [INFO] req - ::ffff:192.168.14.40 - - "GET /users HTTP/1.1" 200 2882 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:06.031] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:06.290] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:06.329] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /types HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:34:06.447] [INFO] req - ::ffff:192.168.14.40 - - "GET /sessions/current HTTP/1.1" 200 302 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:34:06.469] [INFO] req - ::ffff:192.168.14.40 - - "GET /types HTTP/1.1" 200 321 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:34:06.577] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Mobile Safari/537.36"
[2020-07-15T16:36:58.878] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:36:58.917] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:36:58.942] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:36:58.973] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.506] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.511] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.527] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.545] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.578] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:37:42.595] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.891] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.894] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.896] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.914] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.945] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:05.979] [INFO] req - ::ffff:192.168.14.40 - - "GET /deps HTTP/1.1" 200 1317 "http://192.168.14.40:81/admin/user" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
[2020-07-15T16:39:14.505] [INFO] req - ::ffff:192.168.14.40 - - "OPTIONS /deps HTTP/1.1" 204 - "http://192.168.14.40:81/admin/type" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36"
